架次编号,时刻（s）,阶段,状态,链路裕量（dB）
T03,1987.526,climb,直连,42.204
T03,1988.523,climb,直连,41.984
T03,1989.519,climb,直连,41.77
T03,1990.515,climb,直连,41.56
T03,1991.512,climb,直连,41.356
T03,1992.508,climb,直连,41.156
T03,1993.504,climb,直连,40.961
T03,1994.501,climb,直连,40.77
T03,1995.497,climb,直连,40.583
T03,1996.493,climb,直连,40.4
T03,1997.49,climb,直连,40.22
T03,1998.486,climb,直连,40.045
T03,1999.482,climb,直连,39.873
T03,2000.478,climb,直连,39.704
T03,2001.475,climb,直连,39.538
T03,2002.471,climb,直连,39.376
T03,2003.467,climb,直连,39.217
T03,2004.464,climb,直连,39.06
T03,2005.46,climb,直连,38.906
T03,2006.456,climb,直连,38.755
T03,2007.453,climb,直连,38.606
T03,2008.449,climb,直连,38.46
T03,2009.445,climb,直连,38.317
T03,2010.442,climb,直连,38.175
T03,2011.438,climb,直连,38.036
T03,2012.434,climb,直连,37.9
T03,2012.434,cruise,直连,37.9
T03,2013.432,cruise,直连,37.861
T03,2014.43,cruise,直连,37.749
T03,2015.429,cruise,直连,37.567
T03,2016.427,cruise,直连,37.326
T03,2017.425,cruise,直连,37.033
T03,2018.423,cruise,直连,36.701
T03,2019.421,cruise,直连,36.338
T03,2020.419,cruise,直连,35.954
T03,2021.418,cruise,直连,35.556
T03,2022.416,cruise,直连,35.151
T03,2023.414,cruise,直连,34.743
T03,2024.412,cruise,直连,34.336
T03,2025.41,cruise,直连,33.933
T03,2026.408,cruise,直连,33.537
T03,2027.406,cruise,直连,33.147
T03,2028.405,cruise,直连,32.767
T03,2029.403,cruise,直连,32.395
T03,2030.401,cruise,直连,32.032
T03,2031.399,cruise,直连,31.68
T03,2032.397,cruise,直连,31.336
T03,2033.395,cruise,直连,31.003
T03,2034.394,cruise,直连,30.678
T03,2035.392,cruise,直连,30.363
T03,2036.39,cruise,直连,30.056
T03,2037.388,cruise,直连,29.758
T03,2038.386,cruise,直连,29.468
T03,2039.384,cruise,直连,29.185
T03,2040.383,cruise,直连,28.911
T03,2041.381,cruise,直连,28.643
T03,2042.379,cruise,直连,28.383
T03,2043.377,cruise,直连,28.129
T03,2044.375,cruise,直连,27.881
T03,2045.373,cruise,直连,27.64
T03,2046.371,cruise,直连,27.404
T03,2047.37,cruise,直连,27.174
T03,2048.368,cruise,直连,26.95
T03,2049.366,cruise,直连,26.731
T03,2050.364,cruise,直连,26.516
T03,2051.362,cruise,直连,26.307
T03,2052.36,cruise,直连,26.102
T03,2053.359,cruise,直连,25.901
T03,2054.357,cruise,直连,25.705
T03,2055.355,cruise,直连,25.512
T03,2056.353,cruise,直连,25.324
T03,2057.351,cruise,直连,25.139
T03,2058.349,cruise,直连,24.958
T03,2059.347,cruise,直连,24.781
T03,2060.346,cruise,直连,24.607
T03,2061.344,cruise,直连,24.436
T03,2062.342,cruise,直连,24.268
T03,2063.34,cruise,直连,24.103
T03,2064.338,cruise,直连,23.941
T03,2065.336,cruise,直连,23.783
T03,2066.335,cruise,直连,23.626
T03,2067.333,cruise,直连,23.473
T03,2068.331,cruise,直连,23.322
T03,2069.329,cruise,直连,23.173
T03,2070.327,cruise,直连,23.027
T03,2071.325,cruise,直连,22.884
T03,2072.323,cruise,直连,22.742
T03,2073.322,cruise,直连,22.603
T03,2074.32,cruise,直连,22.466
T03,2075.318,cruise,直连,22.331
T03,2076.316,cruise,直连,22.198
T03,2077.314,cruise,直连,22.067
T03,2078.312,cruise,直连,21.937
T03,2079.311,cruise,直连,21.81
T03,2080.309,cruise,直连,21.684
T03,2081.307,cruise,直连,21.561
T03,2082.305,cruise,直连,21.439
T03,2083.303,cruise,直连,21.318
T03,2084.301,cruise,直连,21.199
T03,2085.299,cruise,直连,21.082
T03,2086.298,cruise,直连,20.966
T03,2087.296,cruise,直连,20.852
T03,2088.294,cruise,直连,20.739
T03,2089.292,cruise,直连,20.628
T03,2090.29,cruise,直连,20.518
T03,2091.288,cruise,直连,20.409
T03,2092.287,cruise,直连,20.302
T03,2093.285,cruise,直连,20.196
T03,2094.283,cruise,直连,20.091
T03,2095.281,cruise,直连,19.987
T03,2096.279,cruise,直连,19.885
T03,2097.277,cruise,直连,19.784
T03,2098.276,cruise,直连,19.684
T03,2099.274,cruise,直连,19.585
T03,2100.272,cruise,直连,19.487
T03,2101.27,cruise,直连,19.39
T03,2102.268,cruise,直连,19.295
T03,2103.266,cruise,直连,19.2
T03,2104.264,cruise,直连,19.106
T03,2105.263,cruise,直连,19.014
T03,2106.261,cruise,直连,18.922
T03,2107.259,cruise,直连,18.831
T03,2108.257,cruise,直连,18.741
T03,2109.255,cruise,直连,18.652
T03,2110.253,cruise,直连,18.564
T03,2111.252,cruise,直连,18.477
T03,2112.25,cruise,直连,18.391
T03,2113.248,cruise,直连,18.305
T03,2114.246,cruise,直连,18.221
T03,2115.244,cruise,直连,18.137
T03,2116.242,cruise,直连,18.054
T03,2117.24,cruise,直连,17.972
T03,2118.239,cruise,直连,17.89
T03,2119.237,cruise,直连,17.809
T03,2120.235,cruise,直连,17.729
T03,2121.233,cruise,直连,17.65
T03,2122.231,cruise,直连,17.571
T03,2123.229,cruise,直连,17.494
T03,2124.228,cruise,直连,17.416
T03,2125.226,cruise,直连,17.34
T03,2126.224,cruise,直连,17.264
T03,2127.222,cruise,直连,17.189
T03,2128.22,cruise,直连,17.114
T03,2129.218,cruise,直连,17.04
T03,2130.216,cruise,直连,16.967
T03,2131.215,cruise,直连,16.894
T03,2132.213,cruise,直连,16.822
T03,2133.211,cruise,直连,16.751
T03,2134.209,cruise,直连,16.68
T03,2135.207,cruise,直连,16.609
T03,2136.205,cruise,直连,16.539
T03,2137.204,cruise,直连,16.47
T03,2138.202,cruise,直连,16.402
T03,2139.2,cruise,直连,16.333
T03,2140.198,cruise,直连,16.266
T03,2141.196,cruise,直连,16.199
T03,2142.194,cruise,直连,16.132
T03,2143.192,cruise,直连,16.066
T03,2144.191,cruise,直连,16.0
T03,2145.189,cruise,直连,15.935
T03,2146.187,cruise,直连,15.87
T03,2147.185,cruise,直连,15.806
T03,2148.183,cruise,直连,15.743
T03,2149.181,cruise,直连,15.679
T03,2150.18,cruise,直连,15.616
T03,2151.178,cruise,直连,15.554
T03,2152.176,cruise,直连,15.492
T03,2153.174,cruise,直连,15.431
T03,2154.172,cruise,直连,15.37
T03,2155.17,cruise,直连,15.309
T03,2156.169,cruise,直连,15.249
T03,2157.167,cruise,直连,15.189
T03,2158.165,cruise,直连,15.13
T03,2159.163,cruise,直连,15.071
T03,2160.161,cruise,直连,15.012
T03,2161.159,cruise,直连,14.954
T03,2162.157,cruise,直连,14.896
T03,2163.156,cruise,直连,14.839
T03,2164.154,cruise,直连,14.782
T03,2165.152,cruise,直连,14.725
T03,2166.15,cruise,直连,14.669
T03,2167.148,cruise,直连,14.613
T03,2168.146,cruise,直连,14.557
T03,2169.145,cruise,直连,14.502
T03,2170.143,cruise,直连,14.447
T03,2171.141,cruise,直连,14.392
T03,2172.139,cruise,直连,14.338
T03,2173.137,cruise,直连,14.284
T03,2174.135,cruise,直连,14.231
T03,2175.133,cruise,直连,14.178
T03,2176.132,cruise,直连,4.125
T03,2177.13,cruise,直连,14.072
T03,2178.128,cruise,直连,4.02
T03,2179.126,cruise,直连,3.968
T03,2180.124,cruise,直连,3.916
T03,2181.122,cruise,直连,13.865
T03,2182.121,cruise,直连,3.814
T03,2183.119,cruise,直连,3.763
T03,2184.117,cruise,直连,3.713
T03,2185.115,cruise,直连,3.662
T03,2186.113,cruise,直连,3.613
T03,2187.111,cruise,直连,3.563
T03,2188.109,cruise,直连,3.514
T03,2189.108,cruise,直连,3.465
T03,2190.106,cruise,直连,3.416
T03,2191.104,cruise,直连,3.367
T03,2192.102,cruise,直连,3.319
T03,2193.1,cruise,直连,3.271
T03,2194.098,cruise,直连,3.224
T03,2195.097,cruise,直连,3.176
T03,2196.095,cruise,直连,3.129
T03,2197.093,cruise,直连,3.082
T03,2198.091,cruise,直连,3.035
T03,2199.089,cruise,直连,2.989
T03,2200.087,cruise,直连,2.943
T03,2201.085,cruise,直连,2.897
T03,2202.084,cruise,直连,2.851
T03,2203.082,cruise,直连,2.806
T03,2204.08,cruise,直连,2.76
T03,2205.078,cruise,直连,2.715
T03,2206.076,cruise,直连,2.671
T03,2207.074,cruise,直连,2.626
T03,2208.073,cruise,直连,2.582
T03,2209.071,cruise,直连,2.538
T03,2210.069,cruise,直连,2.494
T03,2211.067,cruise,直连,2.45
T03,2212.065,cruise,直连,2.407
T03,2213.063,cruise,直连,2.364
T03,2214.062,cruise,直连,2.321
T03,2215.06,cruise,直连,2.278
T03,2216.058,cruise,直连,2.235
T03,2217.056,cruise,直连,2.193
T03,2218.054,cruise,直连,2.151
T03,2219.052,cruise,直连,2.109
T03,2220.05,cruise,直连,2.067
T03,2221.049,cruise,直连,2.026
T03,2222.047,cruise,直连,1.984
T03,2223.045,cruise,直连,1.943
T03,2224.043,cruise,直连,1.902
T03,2225.041,cruise,直连,1.861
T03,2226.039,cruise,直连,1.821
T03,2227.038,cruise,直连,1.78
T03,2228.036,cruise,直连,1.74
T03,2229.034,cruise,直连,1.7
T03,2230.032,cruise,直连,1.66
T03,2231.03,cruise,直连,1.621
T03,2232.028,cruise,直连,1.581
T03,2233.026,cruise,直连,1.542
T03,2234.025,cruise,直连,1.503
T03,2235.023,cruise,直连,1.464
T03,2236.021,cruise,直连,1.425
T03,2237.019,cruise,直连,1.386
T03,2238.017,cruise,直连,1.348
T03,2239.015,cruise,直连,1.31
T03,2240.014,cruise,直连,1.272
T03,2241.012,cruise,直连,1.234
T03,2242.01,cruise,直连,1.196
T03,2243.008,cruise,直连,1.158
T03,2244.006,cruise,直连,1.121
T03,2245.004,cruise,直连,1.084
T03,2246.002,cruise,直连,1.047
T03,2247.001,cruise,直连,1.01
T03,2247.999,cruise,直连,0.973
T03,2248.997,cruise,直连,0.936
T03,2249.995,cruise,直连,0.9
T03,2250.993,cruise,直连,0.863
T03,2251.991,cruise,直连,0.827
T03,2252.99,cruise,直连,0.791
T03,2253.988,cruise,直连,0.755
T03,2254.986,cruise,直连,0.719
T03,2255.984,cruise,直连,0.684
T03,2256.982,cruise,直连,0.648
T03,2257.98,cruise,直连,0.613
T03,2258.978,cruise,直连,0.578
T03,2259.977,cruise,直连,0.543
T03,2260.975,cruise,直连,0.508
T03,2261.973,cruise,直连,0.473
T03,2262.971,cruise,直连,0.439
T03,2263.969,cruise,直连,0.404
T03,2264.967,cruise,直连,0.37
T03,2265.966,cruise,直连,0.336
T03,2266.964,cruise,直连,0.301
T03,2267.962,cruise,直连,0.268
T03,2268.96,cruise,直连,0.234
T03,2269.958,cruise,直连,0.2
T03,2270.956,cruise,直连,0.167
T03,2271.955,cruise,直连,0.133
T03,2272.953,cruise,直连,0.1
T03,2273.951,cruise,直连,0.067
T03,2274.949,cruise,直连,0.034
T03,2275.947,cruise,直连,0.001
T03,2276.945,cruise,中继,3.268
T03,2277.943,cruise,中继,3.263
T03,2278.942,cruise,中继,3.257
T03,2279.94,cruise,中继,3.252
T03,2280.938,cruise,中继,3.246
T03,2281.936,cruise,中继,3.241
T03,2282.934,cruise,中继,3.235
T03,2283.932,cruise,中继,3.229
T03,2284.931,cruise,中继,3.223
T03,2285.929,cruise,中继,3.217
T03,2286.927,cruise,中继,3.211
T03,2287.925,cruise,中继,3.205
T03,2288.923,cruise,中继,3.199
T03,2289.921,cruise,中继,3.192
T03,2290.919,cruise,中继,3.186
T03,2291.918,cruise,中继,3.179
T03,2292.916,cruise,中继,3.173
T03,2293.914,cruise,中继,3.166
T03,2294.912,cruise,中继,3.159
T03,2295.91,cruise,中继,3.152
T03,2296.908,cruise,中继,3.145
T03,2297.907,cruise,中继,3.138
T03,2298.905,cruise,中继,3.131
T03,2299.903,cruise,中继,3.123
T03,2300.901,cruise,中继,3.116
T03,2301.899,cruise,中继,3.109
T03,2302.897,cruise,中继,3.101
T03,2303.895,cruise,中继,3.093
T03,2304.894,cruise,中继,3.086
T03,2305.892,cruise,中继,3.078
T03,2306.89,cruise,中继,3.07
T03,2307.888,cruise,中继,3.062
T03,2308.886,cruise,中继,3.054
T03,2309.884,cruise,中继,3.046
T03,2310.883,cruise,中继,3.037
T03,2311.881,cruise,中继,3.029
T03,2312.879,cruise,中继,3.021
T03,2313.877,cruise,中继,3.012
T03,2314.875,cruise,中继,3.003
T03,2315.873,cruise,中继,2.995
T03,2316.871,cruise,中继,2.986
T03,2317.87,cruise,中继,2.977
T03,2318.868,cruise,中继,2.968
T03,2319.866,cruise,中继,2.959
T03,2320.864,cruise,中继,2.95
T03,2321.862,cruise,中继,2.941
T03,2322.86,cruise,中继,2.932
T03,2323.859,cruise,中继,2.923
T03,2324.857,cruise,中继,2.913
T03,2325.855,cruise,中继,2.904
T03,2326.853,cruise,中继,2.894
T03,2327.851,cruise,中继,2.885
T03,2328.849,cruise,中继,2.875
T03,2329.847,cruise,中继,2.865
T03,2330.846,cruise,中继,2.855
T03,2331.844,cruise,中继,2.845
T03,2332.842,cruise,中继,2.835
T03,2333.84,cruise,中继,2.825
T03,2334.838,cruise,中继,2.815
T03,2335.836,cruise,中继,2.805
T03,2336.835,cruise,中继,2.795
T03,2337.833,cruise,中继,2.784
T03,2338.831,cruise,中继,2.774
T03,2339.829,cruise,中继,2.764
T03,2340.827,cruise,中继,2.753
T03,2341.825,cruise,中继,2.742
T03,2342.824,cruise,中继,2.732
T03,2343.822,cruise,中继,2.721
T03,2344.82,cruise,中继,2.71
T03,2345.818,cruise,中继,2.699
T03,2346.816,cruise,中继,2.688
T03,2347.814,cruise,中继,2.677
T03,2348.812,cruise,中继,2.666
T03,2349.811,cruise,中继,2.655
T03,2350.809,cruise,中继,2.644
T03,2351.807,cruise,中继,2.633
T03,2352.805,cruise,中继,2.621
T03,2353.803,cruise,中继,2.61
T03,2354.801,cruise,中继,2.599
T03,2355.8,cruise,中继,2.587
T03,2356.798,cruise,中继,2.576
T03,2357.796,cruise,中继,2.564
T03,2358.794,cruise,中继,2.552
T03,2359.792,cruise,中继,2.541
T03,2360.79,cruise,中继,2.529
T03,2361.788,cruise,中继,2.517
T03,2362.787,cruise,中继,2.505
T03,2363.785,cruise,中继,2.493
T03,2364.783,cruise,中继,2.481
T03,2365.781,cruise,中继,2.469
T03,2366.779,cruise,中继,2.457
T03,2367.777,cruise,中继,2.445
T03,2368.776,cruise,中继,2.433
T03,2369.774,cruise,中继,2.42
T03,2370.772,cruise,中继,2.408
T03,2371.77,cruise,中继,2.396
T03,2372.768,cruise,中继,2.383
T03,2373.766,cruise,中继,2.371
T03,2374.764,cruise,中继,2.358
T03,2375.763,cruise,中继,2.346
T03,2376.761,cruise,中继,2.333
T03,2377.759,cruise,中继,2.32
T03,2378.757,cruise,中继,2.308
T03,2379.755,cruise,中继,2.306
T03,2380.753,cruise,中继,2.306
T03,2381.752,cruise,中继,2.306
T03,2382.75,cruise,中继,2.306
T03,2383.748,cruise,中继,2.306
T03,2384.746,cruise,中继,2.306
T03,2385.744,cruise,中继,2.306
T03,2386.742,cruise,中继,2.306
T03,2387.74,cruise,中继,2.306
T03,2388.739,cruise,中继,2.306
T03,2389.737,cruise,中继,2.306
T03,2390.735,cruise,中继,2.306
T03,2391.733,cruise,中继,2.306
T03,2392.731,cruise,中继,2.306
T03,2393.729,cruise,中继,2.306
T03,2394.728,cruise,中继,2.306
T03,2395.726,cruise,中继,2.306
T03,2396.724,cruise,中继,2.306
T03,2397.722,cruise,中继,2.306
T03,2398.72,cruise,中继,2.306
T03,2399.718,cruise,中继,2.294
T03,2400.717,cruise,中继,2.277
T03,2401.715,cruise,中继,2.261
T03,2402.713,cruise,中继,2.245
T03,2403.711,cruise,中继,2.228
T03,2404.709,cruise,中继,2.212
T03,2405.707,cruise,中继,2.195
T03,2406.705,cruise,中继,2.179
T03,2407.704,cruise,中继,2.162
T03,2408.702,cruise,中继,2.146
T03,2409.7,cruise,中继,2.129
T03,2410.698,cruise,中继,2.112
T03,2411.696,cruise,中继,2.096
T03,2412.694,cruise,中继,2.079
T03,2413.693,cruise,中继,2.062
T03,2414.691,cruise,中继,2.046
T03,2415.689,cruise,中继,2.029
T03,2416.687,cruise,中继,2.012
T03,2417.685,cruise,中继,1.996
T03,2418.683,cruise,中继,1.979
T03,2419.681,cruise,中继,1.962
T03,2420.68,cruise,中继,1.946
T03,2421.678,cruise,中继,1.929
T03,2422.676,cruise,中继,1.912
T03,2423.674,cruise,中继,1.895
T03,2424.672,cruise,中继,1.878
T03,2425.67,cruise,中继,1.862
T03,2426.669,cruise,中继,1.845
T03,2427.667,cruise,中继,1.828
T03,2428.665,cruise,中继,1.811
T03,2429.663,cruise,中继,1.794
T03,2430.661,cruise,中继,1.777
T03,2431.659,cruise,中继,1.761
T03,2432.657,cruise,中继,1.744
T03,2433.656,cruise,中继,1.727
T03,2434.654,cruise,中继,1.71
T03,2435.652,cruise,中继,1.693
T03,2436.65,cruise,中继,1.676
T03,2437.648,cruise,中继,1.659
T03,2438.646,cruise,中继,1.642
T03,2439.645,cruise,中继,1.625
T03,2440.643,cruise,中继,1.608
T03,2441.641,cruise,中继,1.591
T03,2442.639,cruise,中继,1.575
T03,2443.637,cruise,中继,1.558
T03,2444.635,cruise,中继,1.541
T03,2445.633,cruise,中继,1.524
T03,2446.632,cruise,中继,1.507
T03,2447.63,cruise,中继,1.49
T03,2448.628,cruise,中继,1.473
T03,2449.626,cruise,中继,1.456
T03,2450.624,cruise,中继,1.439
T03,2451.622,cruise,中继,1.422
T03,2452.621,cruise,中继,1.405
T03,2453.619,cruise,中继,1.388
T03,2454.617,cruise,中继,1.371
T03,2455.615,cruise,中继,1.354
T03,2456.613,cruise,中继,1.337
T03,2457.611,cruise,中继,1.32
T03,2458.61,cruise,中继,1.303
T03,2459.608,cruise,中继,1.286
T03,2460.606,cruise,中继,1.269
T03,2461.604,cruise,中继,1.252
T03,2462.602,cruise,中继,1.235
T03,2463.6,cruise,中继,1.218
T03,2464.598,cruise,中继,1.201
T03,2465.597,cruise,中继,1.184
T03,2466.595,cruise,中继,1.167
T03,2467.593,cruise,中继,1.15
T03,2468.591,cruise,中继,1.133
T03,2469.589,cruise,中继,1.116
T03,2470.587,cruise,中继,1.099
T03,2471.586,cruise,中继,1.082
T03,2472.584,cruise,中继,1.065
T03,2473.582,cruise,中继,1.048
T03,2474.58,cruise,中继,1.031
T03,2475.578,cruise,中继,1.014
T03,2476.576,cruise,中继,0.997
T03,2477.574,cruise,中继,0.98
T03,2478.573,cruise,中继,0.963
T03,2479.571,cruise,中继,0.946
T03,2480.569,cruise,中继,0.929
T03,2481.567,cruise,中继,0.913
T03,2482.565,cruise,中继,0.896
T03,2483.563,cruise,中继,0.879
T03,2484.562,cruise,中继,0.862
T03,2485.56,cruise,中继,0.845
T03,2486.558,cruise,中继,0.828
T03,2487.556,cruise,中继,0.811
T03,2488.554,cruise,中继,0.794
T03,2489.552,cruise,中继,0.777
T03,2490.55,cruise,中继,0.76
T03,2491.549,cruise,中继,0.743
T03,2492.547,cruise,中继,0.727
T03,2493.545,cruise,中继,0.71
T03,2494.543,cruise,中继,0.693
T03,2495.541,cruise,中继,0.676
T03,2496.539,cruise,中继,0.659
T03,2497.538,cruise,中继,0.642
T03,2498.536,cruise,中继,0.626
T03,2499.534,cruise,中继,0.609
T03,2500.532,cruise,中继,0.592
T03,2501.53,cruise,中继,0.575
T03,2502.528,cruise,中继,0.558
T03,2503.526,cruise,中继,0.542
T03,2504.525,cruise,中继,0.525
T03,2505.523,cruise,中继,0.508
T03,2506.521,cruise,中继,0.491
T03,2506.521,descent,中继,0.491
T03,2507.516,descent,中继,0.491
T03,2508.51,descent,中继,0.491
T03,2509.505,descent,中继,0.491
T03,2510.5,descent,中继,0.491
T03,2511.495,descent,中继,0.49
T03,2512.489,descent,中继,0.49
T03,2513.484,descent,中继,0.49
T03,2514.479,descent,中继,0.49
T03,2515.473,descent,中继,0.49
T03,2516.468,descent,中继,0.49
T03,2517.463,descent,中继,0.489
T03,2518.458,descent,中继,0.489
T03,2519.452,descent,中继,0.489
T03,2520.447,descent,中继,0.489
T03,2521.442,descent,中继,0.489
T03,2522.436,descent,中继,0.489
T03,2523.431,descent,中继,0.488
T03,2524.426,descent,中继,0.488
T03,2525.421,descent,中继,0.488
T03,2526.415,descent,中继,0.488
T03,2527.41,descent,中继,0.488
T03,2528.405,descent,中继,0.488
T03,2529.4,descent,中继,0.487
T03,2530.394,descent,中继,0.487
T03,2531.389,descent,中继,0.487
T03,2532.384,descent,中继,0.487
T03,2533.378,descent,中继,0.487
T03,2534.373,descent,中继,0.486
T03,2535.368,descent,中继,0.486
T03,2536.363,descent,中继,0.486
T03,2537.357,descent,中继,0.486
T03,2538.352,descent,中继,0.486
T03,2539.347,descent,中继,0.486
T03,2540.341,descent,中继,0.485
T03,2541.336,descent,中继,0.485
T03,2542.331,descent,中继,0.485
T03,2543.326,descent,中继,0.485
T03,2544.32,descent,中继,0.438
T03,2545.315,descent,中继,0.437
T03,2546.31,descent,中继,0.437
T03,2547.305,descent,中继,0.437
T03,2548.299,descent,中继,0.436
T03,2549.294,descent,中继,0.436
T03,2550.289,descent,中继,0.436
T03,2550.289,handover,中继,0.436
T03,2910.289,handover,中继,0.436
T03,2910.289,climb,中继,0.436
T03,2911.261,climb,中继,0.436
T03,2912.234,climb,中继,0.437
T03,2913.207,climb,中继,0.437
T03,2914.179,climb,中继,0.437
T03,2915.152,climb,中继,0.438
T03,2916.124,climb,中继,0.485
T03,2917.097,climb,中继,0.485
T03,2918.07,climb,中继,0.485
T03,2919.042,climb,中继,0.486
T03,2920.015,climb,中继,0.486
T03,2920.987,climb,中继,0.486
T03,2921.96,climb,中继,0.486
T03,2922.933,climb,中继,0.486
T03,2923.905,climb,中继,0.487
T03,2924.878,climb,中继,0.487
T03,2925.851,climb,中继,0.487
T03,2926.823,climb,中继,0.487
T03,2927.796,climb,中继,0.488
T03,2928.768,climb,中继,0.488
T03,2929.741,climb,中继,0.488
T03,2930.714,climb,中继,0.488
T03,2931.686,climb,中继,0.488
T03,2932.659,climb,中继,0.489
T03,2933.631,climb,中继,0.489
T03,2934.604,climb,中继,0.489
T03,2935.577,climb,中继,0.489
T03,2936.549,climb,中继,0.489
T03,2937.522,climb,中继,0.49
T03,2938.495,climb,中继,0.49
T03,2939.467,climb,中继,0.49
T03,2940.44,climb,中继,0.49
T03,2941.412,climb,中继,0.49
T03,2942.385,climb,中继,0.491
T03,2943.358,climb,中继,0.491
T03,2944.33,climb,中继,0.491
T03,2945.303,climb,中继,0.491
T03,2945.303,cruise,中继,0.491
T03,2946.301,cruise,中继,0.508
T03,2947.299,cruise,中继,0.525
T03,2948.297,cruise,中继,0.542
T03,2949.295,cruise,中继,0.558
T03,2950.294,cruise,中继,0.575
T03,2951.292,cruise,中继,0.592
T03,2952.29,cruise,中继,0.609
T03,2953.288,cruise,中继,0.626
T03,2954.286,cruise,中继,0.642
T03,2955.284,cruise,中继,0.659
T03,2956.283,cruise,中继,0.676
T03,2957.281,cruise,中继,0.693
T03,2958.279,cruise,中继,0.71
T03,2959.277,cruise,中继,0.727
T03,2960.275,cruise,中继,0.743
T03,2961.273,cruise,中继,0.76
T03,2962.271,cruise,中继,0.777
T03,2963.27,cruise,中继,0.794
T03,2964.268,cruise,中继,0.811
T03,2965.266,cruise,中继,0.828
T03,2966.264,cruise,中继,0.845
T03,2967.262,cruise,中继,0.862
T03,2968.26,cruise,中继,0.879
T03,2969.259,cruise,中继,0.896
T03,2970.257,cruise,中继,0.913
T03,2971.255,cruise,中继,0.929
T03,2972.253,cruise,中继,0.946
T03,2973.251,cruise,中继,0.963
T03,2974.249,cruise,中继,0.98
T03,2975.247,cruise,中继,0.997
T03,2976.246,cruise,中继,1.014
T03,2977.244,cruise,中继,1.031
T03,2978.242,cruise,中继,1.048
T03,2979.24,cruise,中继,1.065
T03,2980.238,cruise,中继,1.082
T03,2981.236,cruise,中继,1.099
T03,2982.235,cruise,中继,1.116
T03,2983.233,cruise,中继,1.133
T03,2984.231,cruise,中继,1.15
T03,2985.229,cruise,中继,1.167
T03,2986.227,cruise,中继,1.184
T03,2987.225,cruise,中继,1.201
T03,2988.224,cruise,中继,1.218
T03,2989.222,cruise,中继,1.235
T03,2990.22,cruise,中继,1.252
T03,2991.218,cruise,中继,1.269
T03,2992.216,cruise,中继,1.286
T03,2993.214,cruise,中继,1.303
T03,2994.212,cruise,中继,1.32
T03,2995.211,cruise,中继,1.337
T03,2996.209,cruise,中继,1.354
T03,2997.207,cruise,中继,1.371
T03,2998.205,cruise,中继,1.388
T03,2999.203,cruise,中继,1.405
T03,3000.201,cruise,中继,1.422
T03,3001.2,cruise,中继,1.439
T03,3002.198,cruise,中继,1.456
T03,3003.196,cruise,中继,1.473
T03,3004.194,cruise,中继,1.49
T03,3005.192,cruise,中继,1.507
T03,3006.19,cruise,中继,1.524
T03,3007.188,cruise,中继,1.541
T03,3008.187,cruise,中继,1.558
T03,3009.185,cruise,中继,1.575
T03,3010.183,cruise,中继,1.591
T03,3011.181,cruise,中继,1.608
T03,3012.179,cruise,中继,1.625
T03,3013.177,cruise,中继,1.642
T03,3014.176,cruise,中继,1.659
T03,3015.174,cruise,中继,1.676
T03,3016.172,cruise,中继,1.693
T03,3017.17,cruise,中继,1.71
T03,3018.168,cruise,中继,1.727
T03,3019.166,cruise,中继,1.744
T03,3020.164,cruise,中继,1.761
T03,3021.163,cruise,中继,1.777
T03,3022.161,cruise,中继,1.794
T03,3023.159,cruise,中继,1.811
T03,3024.157,cruise,中继,1.828
T03,3025.155,cruise,中继,1.845
T03,3026.153,cruise,中继,1.862
T03,3027.152,cruise,中继,1.878
T03,3028.15,cruise,中继,1.895
T03,3029.148,cruise,中继,1.912
T03,3030.146,cruise,中继,1.929
T03,3031.144,cruise,中继,1.946
T03,3032.142,cruise,中继,1.962
T03,3033.14,cruise,中继,1.979
T03,3034.139,cruise,中继,1.996
T03,3035.137,cruise,中继,2.012
T03,3036.135,cruise,中继,2.029
T03,3037.133,cruise,中继,2.046
T03,3038.131,cruise,中继,2.062
T03,3039.129,cruise,中继,2.079
T03,3040.128,cruise,中继,2.096
T03,3041.126,cruise,中继,2.112
T03,3042.124,cruise,中继,2.129
T03,3043.122,cruise,中继,2.146
T03,3044.12,cruise,中继,2.162
T03,3045.118,cruise,中继,2.179
T03,3046.117,cruise,中继,2.195
T03,3047.115,cruise,中继,2.212
T03,3048.113,cruise,中继,2.228
T03,3049.111,cruise,中继,2.245
T03,3050.109,cruise,中继,2.261
T03,3051.107,cruise,中继,2.277
T03,3052.105,cruise,中继,2.294
T03,3053.104,cruise,中继,2.306
T03,3054.102,cruise,中继,2.306
T03,3055.1,cruise,中继,2.306
T03,3056.098,cruise,中继,2.306
T03,3057.096,cruise,中继,2.306
T03,3058.094,cruise,中继,2.306
T03,3059.093,cruise,中继,2.306
T03,3060.091,cruise,中继,2.306
T03,3061.089,cruise,中继,2.306
T03,3062.087,cruise,中继,2.306
T03,3063.085,cruise,中继,2.306
T03,3064.083,cruise,中继,2.306
T03,3065.081,cruise,中继,2.306
T03,3066.08,cruise,中继,2.306
T03,3067.078,cruise,中继,2.306
T03,3068.076,cruise,中继,2.306
T03,3069.074,cruise,中继,2.306
T03,3070.072,cruise,中继,2.306
T03,3071.07,cruise,中继,2.306
T03,3072.069,cruise,中继,2.306
T03,3073.067,cruise,中继,2.308
T03,3074.065,cruise,中继,2.32
T03,3075.063,cruise,中继,2.333
T03,3076.061,cruise,中继,2.346
T03,3077.059,cruise,中继,2.358
T03,3078.057,cruise,中继,2.371
T03,3079.056,cruise,中继,2.383
